Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-111996,"Ca-dependent events",13,37,0.0031071548538797447,4.916067553040193E-13,9.340528350776367E-12,18,27,0.0018045715813393931,9606,Homo sapiens,"P25098;Q13554;P05129;Q8N5S9;P28482;Q13557;Q9UQM7;P17612;Q96RR4;Q05655;P17252;P22694;Q16566","P25098;Q13554;P05129;Q8N5S9;P28482;Q13557;Q9UQM7;P17612;Q96RR4;Q05655;P17252;P22694;Q16566","R-HSA-111970;R-HSA-442725;R-HSA-9619127;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-111898;R-HSA-442749;R-HSA-112282;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-9649948,"Signaling downstream of RAS mutants",14,47,0.003946926436009406,5.515587986337778E-13,9.928058375408E-12,7,7,4.678518914583612E-4,9606,Homo sapiens,"P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448;Q16584","P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448;Q16584","R-HSA-6803233;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802908;R-HSA-6802922;R-HSA-6803240"
R-HSA-6802955,"Paradoxical activation of RAF signaling by kinase inactive BRAF",14,47,0.003946926436009406,5.515587986337778E-13,9.928058375408E-12,6,7,4.678518914583612E-4,9606,Homo sapiens,"P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448;Q16584","P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448;Q16584","R-HSA-6802918;R-HSA-8936731;R-HSA-6803234;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941"
R-HSA-6802946,"Signaling by moderate kinase activity BRAF mutants",14,47,0.003946926436009406,5.515587986337778E-13,9.928058375408E-12,6,7,4.678518914583612E-4,9606,Homo sapiens,"P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448;Q16584","P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448;Q16584","R-HSA-6802919;R-HSA-6802916;R-HSA-6802914;R-HSA-6803230;R-HSA-8936676;R-HSA-6802921"
R-HSA-6802949,"Signaling by RAS mutants",14,47,0.003946926436009406,5.515587986337778E-13,9.928058375408E-12,7,9,6.015238604464644E-4,9606,Homo sapiens,"P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448;Q16584","P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448;Q16584","R-HSA-6803233;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802908;R-HSA-6802922;R-HSA-6803240"
R-HSA-442755,"Activation of NMDA receptors and postsynaptic events",18,97,0.00814578434665771,6.800116025829084E-13,1.2240208846492351E-11,43,71,0.004745354899077663,9606,Homo sapiens,"Q15349;Q13554;O15530;Q15418;Q8N5S9;P28482;Q13557;P27361;P51812;P12931;Q9UQM7;P54646;P17612;Q96RR4;P22694;Q16566;Q13131;Q14012","Q15349;Q13554;O15530;Q15418;Q8N5S9;P28482;Q13557;P27361;P51812;P12931;Q9UQM7;P54646;P17612;Q96RR4;P22694;Q16566;Q13131;Q14012","R-HSA-9619542;R-HSA-9619478;R-HSA-9619355;R-HSA-442760;R-HSA-9619843;R-HSA-438037;R-HSA-9619783;R-HSA-9619467;R-HSA-112282;R-HSA-9619214;R-HSA-442724;R-HSA-432164;R-HSA-9619376;R-HSA-442725;R-HSA-432162;R-HSA-9619127;R-HSA-8951727;R-HSA-9612085;R-HSA-9619125;R-HSA-111913;R-HSA-9619515;R-HSA-111912;R-HSA-442732;R-HSA-432172;R-HSA-111915;R-HSA-9619449;R-HSA-9618750;R-HSA-111919;R-HSA-445367;R-HSA-9029434;R-HSA-111925;R-HSA-9619430;R-HSA-111924;R-HSA-442739;R-HSA-9619367;R-HSA-9620004;R-HSA-9611368;R-HSA-9614185;R-HSA-442749;R-HSA-9617326;R-HSA-9617583;R-HSA-9618863;R-HSA-444792"
R-HSA-389356,"Co-stimulation by CD28",14,50,0.004198857910648304,1.2491119250057636E-12,2.2484014650103745E-11,17,19,0.0012698837053869802,9606,Homo sapiens,"P06239;P07947;O15530;P07948;P31749;P12931;P31751;P41279;P42345;Q99558;Q96RU7;P06241;Q13177;Q13153","P06239;P07947;O15530;P07948;P31749;P31751;P41279;P42345;Q99558;Q96RU7;P12931-1;P06241;Q13177;Q13153","R-HSA-389381;R-HSA-2317314;R-HSA-389348;R-HSA-389158;R-HSA-389350;R-HSA-388832;R-HSA-388814;R-HSA-389352;R-HSA-2316429;R-HSA-389354;R-HSA-198640;R-HSA-2317332;R-HSA-392530;R-HSA-389756;R-HSA-389788;R-HSA-388831;R-HSA-198270"
R-HSA-1489509,"DAG and IP3 signaling",13,41,0.003443063486731609,1.7494894422043217E-12,2.974132051747347E-11,18,28,0.0018714075658334448,9606,Homo sapiens,"P25098;Q13554;P05129;Q8N5S9;Q13557;Q02156;Q9UQM7;P17612;Q96RR4;Q05655;P17252;P22694;Q16566","P25098;Q13554;P05129;Q8N5S9;Q13557;Q02156;Q9UQM7;P17612;Q96RR4;Q05655;P17252;P22694;Q16566","R-HSA-111970;R-HSA-442725;R-HSA-9619127;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-198314;R-HSA-111912;R-HSA-111915;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-442749;R-HSA-112282;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-9675108,"Nervous system development",39,566,0.0475310715485388,1.9950707752514063E-12,3.391620317927391E-11,130,321,0.02145435102259056,9606,Homo sapiens,"P36507;P07947;Q15418;P28482;P07949;P07948;P12931;Q9NQU5;O75582;Q05397;Q04759;P08581;Q00535;P17252;P06241;P22694;P42684;Q13464;Q13164;Q15349;P29320;P53671;O75676;P27361;O75116;P51812;Q02750;P19784;O96013;P17612;P11362;P00519;P68400;P49841;P00533;Q13177;Q13153","P36507;P07947;Q15418;P28482;P07949;P07948;P12931;Q9NQU5;O75582;Q05397;Q04759;P08581;Q00535;P17252;P12931-1;P11362-1;P06241;P22694;P42684;Q13464;Q13164;Q15349;P29320;P53671;O75676;P27361;O75116;P51812;Q02750;P19784;O96013;P17612;P00519;P68400;P06241-1;P49841;P00533;Q13177;Q13153","R-HSA-3928633;R-HSA-3928639;R-HSA-3928627;R-HSA-419087;R-HSA-3928625;R-HSA-3928631;R-HSA-3928628;R-HSA-3928619;R-HSA-3928616;R-HSA-3928623;R-HSA-3928620;R-HSA-3928610;R-HSA-3928608;R-HSA-3928615;R-HSA-3928614;R-HSA-3928602;R-HSA-400677;R-HSA-418850;R-HSA-3928607;R-HSA-416546;R-HSA-109860;R-HSA-109862;R-HSA-3928604;R-HSA-3928594;R-HSA-416559;R-HSA-3928592;R-HSA-418858;R-HSA-400682;R-HSA-418859;R-HSA-3928598;R-HSA-418856;R-HSA-3928597;R-HSA-418868;R-HSA-3928584;R-HSA-3928591;R-HSA-416562;R-HSA-392752;R-HSA-418865;R-HSA-3928588;R-HSA-399934;R-HSA-419646;R-HSA-399935;R-HSA-3928578;R-HSA-3928577;R-HSA-399933;R-HSA-3928576;R-HSA-399930;R-HSA-418874;R-HSA-3928583;R-HSA-399931;R-HSA-399928;R-HSA-418872;R-HSA-3928580;R-HSA-399942;R-HSA-8855237;R-HSA-8854981;R-HSA-399941;R-HSA-8855747;R-HSA-399939;R-HSA-376141;R-HSA-399951;R-HSA-399946;R-HSA-399947;R-HSA-399944;R-HSA-8855508;R-HSA-428885;R-HSA-428883;R-HSA-399952;R-HSA-9010641;R-HSA-9010643;R-HSA-428888;R-HSA-9010646;R-HSA-8853734;R-HSA-198756;R-HSA-8853737;R-HSA-3928660;R-HSA-9010681;R-HSA-392053;R-HSA-3928651;R-HSA-392054;R-HSA-3928648;R-HSA-392051;R-HSA-8853745;R-HSA-3928642;R-HSA-3928641;R-HSA-3928640;R-HSA-419197;R-HSA-8853755;R-HSA-3928646;R-HSA-3928645;R-HSA-8853753;R-HSA-8853762;R-HSA-8853774;R-HSA-8855564;R-HSA-445069;R-HSA-374664;R-HSA-445079;R-HSA-445072;R-HSA-445084;R-HSA-8853789;R-HSA-9011241;R-HSA-4093336;R-HSA-8853793;R-HSA-8853792;R-HSA-374701;R-HSA-9680443;R-HSA-374696;R-HSA-8853801;R-HSA-8853800;R-HSA-4093327;R-HSA-391868;R-HSA-391871;R-HSA-391865;R-HSA-8871227;R-HSA-8871226;R-HSA-391867;R-HSA-391866;R-HSA-8855617;R-HSA-373716;R-HSA-373720;R-HSA-419033;R-HSA-437230;R-HSA-8855915;R-HSA-419049;R-HSA-8854899;R-HSA-428531;R-HSA-8854897;R-HSA-8854908;R-HSA-199935;R-HSA-8854905"
R-HSA-3700989,"Transcriptional Regulation by TP53",31,361,0.03031575411488075,2.1602719613156296E-12,3.67246233423657E-11,55,257,0.017176848014971262,9606,Homo sapiens,"Q15831;Q8IW41;P50750;Q15759;Q13315;Q13535;P50613;Q86Z02;P31751;Q9NYY3;P21802;P42345;Q00535;O60285;Q92630;Q9H4B4;O14965;P52564;Q16539;O96017;O15530;P31749;P19784;Q9H2X6;P54646;P68400;O00141;P24941;Q96GD4;Q13131;O14757","Q15831;Q8IW41;P50750;Q15759;Q13315;Q13535;P50613;Q86Z02;P31751;Q9NYY3;P42345;Q00535;O60285;Q92630;Q9H4B4;O14965;P52564;Q16539;O96017;O15530;P31749;P19784;Q9H2X6;P54646;P68400;O00141;P24941;Q96GD4;P61218;Q13131;O14757","R-HSA-6801637;R-HSA-6799332;R-HSA-6805103;R-HSA-349455;R-HSA-6800490;R-HSA-5631941;R-HSA-6805109;R-HSA-6805620;R-HSA-187934;R-HSA-6802170;R-HSA-6799097;R-HSA-6799431;R-HSA-6805061;R-HSA-3215251;R-HSA-6795460;R-HSA-6805059;R-HSA-6791235;R-HSA-69685;R-HSA-3222020;R-HSA-380979;R-HSA-6795473;R-HSA-6805470;R-HSA-69562;R-HSA-6804955;R-HSA-6798374;R-HSA-6797606;R-HSA-6798373;R-HSA-6805285;R-HSA-6798372;R-HSA-198599;R-HSA-3222006;R-HSA-6805035;R-HSA-6804266;R-HSA-198609;R-HSA-6804276;R-HSA-6799409;R-HSA-3239014;R-HSA-6797616;R-HSA-6793661;R-HSA-6805126;R-HSA-6804741;R-HSA-6805122;R-HSA-6801666;R-HSA-6799246;R-HSA-6801675;R-HSA-6805640;R-HSA-6797712;R-HSA-349426;R-HSA-380927;R-HSA-6802973;R-HSA-6805276;R-HSA-8877691;R-HSA-6795290;R-HSA-6805785;R-HSA-5693609"
R-HSA-9656223,"Signaling by RAF1 mutants",13,42,0.003527040644944575,2.3544499683225695E-12,4.002564946148368E-11,7,7,4.678518914583612E-4,9606,Homo sapiens,"P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448","P04049;P36507;Q13554;P28482;Q13557;P27361;P12931;Q02750;Q9UQM7;P10398;O60674;P41240;P27448","R-HSA-9656211;R-HSA-9656209;R-HSA-9656215;R-HSA-9656214;R-HSA-9656213;R-HSA-9656212;R-HSA-9656207"
R-HSA-111933,"Calmodulin induced events",12,35,0.0029392005374538127,5.198730335109758E-12,8.317968536175613E-11,17,23,0.0015372276433631867,9606,Homo sapiens,"P25098;P17612;Q13554;Q96RR4;P05129;Q8N5S9;Q05655;P17252;Q13557;P22694;Q16566;Q9UQM7","P25098;P17612;Q13554;Q96RR4;P05129;Q8N5S9;Q05655;P17252;Q13557;P22694;Q16566;Q9UQM7","R-HSA-111970;R-HSA-442725;R-HSA-9619127;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-442749;R-HSA-112282;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-111997,"CaM pathway",12,35,0.0029392005374538127,5.198730335109758E-12,8.317968536175613E-11,17,24,0.0016040636278572384,9606,Homo sapiens,"P25098;P17612;Q13554;Q96RR4;P05129;Q8N5S9;Q05655;P17252;Q13557;P22694;Q16566;Q9UQM7","P25098;P17612;Q13554;Q96RR4;P05129;Q8N5S9;Q05655;P17252;Q13557;P22694;Q16566;Q9UQM7","R-HSA-111970;R-HSA-442725;R-HSA-9619127;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-442749;R-HSA-112282;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",19,126,0.010581121934833725,5.360933919007493E-12,8.57749427041199E-11,5,7,4.678518914583612E-4,9606,Homo sapiens,"P06239;P28482;P31749;P27361;P09619;P12931;P21802;P11362;P08581;P51617;P06241;P00533;P06213;P22455","P06239;P28482;P31749;P27361;P09619;P12931;P21802-5;P21802-3;P21802-18;P21802-1;P11362-19;P08581;P51617;P12931-1;P11362-1;P06241;P00533;P06213;P22455","R-HSA-2316434;R-HSA-8857925;R-HSA-6811472;R-HSA-6811504;R-HSA-6811454"
R-HSA-2559583,"Cellular Senescence",21,165,0.013856231105139402,9.052092408978751E-12,1.3578138613468127E-10,34,89,0.005948402619970592,9606,Homo sapiens,"P52564;Q15349;Q16539;Q8IW41;Q15418;Q15759;Q13315;P28482;P11802;P27361;P51812;P53779;Q99683;Q00534;P24941;P45983;P49137;P45985;O14733;P45984;Q13164","P52564;Q15349;Q16539;Q8IW41;Q15418;Q15759;Q13315;P28482;P11802;P27361;P51812;P53779;Q99683;Q00534;P24941;P45983;P49137;P45985;O14733;P45984;Q13164","R-HSA-182594;R-HSA-3228469;R-HSA-3857328;R-HSA-168136;R-HSA-3225851;R-HSA-3857329;R-HSA-3229152;R-HSA-450325;R-HSA-3239014;R-HSA-3788705;R-HSA-198746;R-HSA-3239019;R-HSA-450333;R-HSA-187934;R-HSA-3788708;R-HSA-3229102;R-HSA-168162;R-HSA-3229138;R-HSA-3238999;R-HSA-450222;R-HSA-3209177;R-HSA-450348;R-HSA-5682044;R-HSA-3132737;R-HSA-6792712;R-HSA-5693540;R-HSA-5682018;R-HSA-3223236;R-HSA-3209160;R-HSA-5693612;R-HSA-69562;R-HSA-5682026;R-HSA-450296;R-HSA-5693609"
R-HSA-1643685,"Disease",84,2198,0.18458179375209943,1.0369149983091575E-11,1.5553724974637362E-10,394,1917,0.1281245822750969,9606,Homo sapiens,"O43353;Q13554;P36507;P09769;P07947;Q13315;P28482;Q13557;P07948;P11802;P50613;P12931;Q9NYY3;P10398;O43318;Q06187;P19525;P48729;P21802;P42345;Q9UBS0;P22694;P22455;P52564;P04049;Q96SB4;O15530;P27361;P09619;P19784;Q9UQM7;P41240;P00533;Q16566;P49841;Q13177;P11309;P50750;P29597;P06239;P49840;Q13535;Q9UHD2;P31751;Q05397;P08581;Q00535;Q00534;P06241;Q9Y572;O14920;Q13464;P27448;Q16539;O15111;O75116;P31749;Q02750;P43403;P17612;P43405;P11362;P00519;P68400;O60674;P37173;P51617;P24941;P78362;P45983;O14733;P45985;P45984;P08631;Q16584","O43353;Q13554;P36507;P09769;P07947;Q13315;P28482;Q13557;P07948;P11802;P50613;P12931;Q9NYY3;P10398;O43318;Q06187;P19525;P48729;P21802;P42345;Q9UBS0;P52564-1;P12931-1;P22694;P22455;P04049;Q96SB4;O15530;P27361;P09619;P19784;Q9UQM7;P21802-5;P21802-3;P21802-1;P41240;P00533;Q16566;P49841;Q13177;P11309;P50750;P29597;P06239;P49840;Q13535;Q9UHD2;P31751;Q05397;P21802-18;P21802-17;P11362-19;P08581;Q00535;Q00534;P11362-1;P06241;Q9Y572;O14920;Q13464;P27448;Q16539;O15111;O75116;P31749;Q02750;P43403;P17612;P43405;P11362;P00519;P68400;O60674;P37173;P51617;P24941;P78362;P45983;O14733;P45985;P45984;P61218;P08631;Q16584","R-HSA-2023455;R-HSA-2023451;R-HSA-1220610;R-HSA-1220611;R-HSA-1220614;R-HSA-9755777;R-HSA-1220612;R-HSA-1220613;R-HSA-5602383;R-HSA-1169421;R-HSA-9613490;R-HSA-9613498;R-HSA-9665699;R-HSA-9665698;R-HSA-9665697;R-HSA-8876210;R-HSA-9665701;R-HSA-9665700;R-HSA-2023462;R-HSA-9665707;R-HSA-9665706;R-HSA-2023460;R-HSA-9665705;R-HSA-9665704;R-HSA-2023456;R-HSA-9665709;R-HSA-8876230;R-HSA-9754839;R-HSA-5654544;R-HSA-5654545;R-HSA-164943;R-HSA-9851096;R-HSA-9851078;R-HSA-9851079;R-HSA-8876246;R-HSA-9851076;R-HSA-9851077;R-HSA-8876240;R-HSA-8876255;R-HSA-9754827;R-HSA-8876262;R-HSA-5602353;R-HSA-8876258;R-HSA-9851133;R-HSA-8936676;R-HSA-9729260;R-HSA-8851710;R-HSA-9851114;R-HSA-9851112;R-HSA-5211340;R-HSA-5654748;R-HSA-5211356;R-HSA-9709571;R-HSA-9703436;R-HSA-200858;R-HSA-4839635;R-HSA-4839634;R-HSA-4839638;R-HSA-167072;R-HSA-9664567;R-HSA-167076;R-HSA-167077;R-HSA-167083;R-HSA-167087;R-HSA-9673789;R-HSA-167084;R-HSA-9837625;R-HSA-167085;R-HSA-167090;R-HSA-5211391;R-HSA-167089;R-HSA-5211387;R-HSA-4827388;R-HSA-9709601;R-HSA-167098;R-HSA-167097;R-HSA-2038946;R-HSA-2038944;R-HSA-9755734;R-HSA-167111;R-HSA-1225947;R-HSA-167115;R-HSA-167113;R-HSA-9831514;R-HSA-1225950;R-HSA-167118;R-HSA-1225951;R-HSA-200908;R-HSA-1225949;R-HSA-167117;R-HSA-167121;R-HSA-167130;R-HSA-9630795;R-HSA-9630792;R-HSA-167128;R-HSA-167134;R-HSA-9664588;R-HSA-167133;R-HSA-167136;R-HSA-2197698;R-HSA-1225978;R-HSA-9660538;R-HSA-167147;R-HSA-9660536;R-HSA-167150;R-HSA-167148;R-HSA-9725030;R-HSA-1225952;R-HSA-167153;R-HSA-1225956;R-HSA-1225957;R-HSA-200954;R-HSA-9755757;R-HSA-1225960;R-HSA-168184;R-HSA-1225961;R-HSA-1218833;R-HSA-9664918;R-HSA-9725342;R-HSA-4839746;R-HSA-1226014;R-HSA-9687455;R-HSA-1226012;R-HSA-167181;R-HSA-9659782;R-HSA-167191;R-HSA-9710988;R-HSA-167192;R-HSA-167196;R-HSA-2067713;R-HSA-167197;R-HSA-8868260;R-HSA-9664950;R-HSA-111919;R-HSA-1226016;R-HSA-2130194;R-HSA-111925;R-HSA-111924;R-HSA-9664933;R-HSA-9725357;R-HSA-9664940;R-HSA-2243938;R-HSA-167234;R-HSA-167235;R-HSA-5211405;R-HSA-9636304;R-HSA-2243937;R-HSA-9664976;R-HSA-2243942;R-HSA-9664983;R-HSA-5228811;R-HSA-9609689;R-HSA-9664991;R-HSA-9636296;R-HSA-9665009;R-HSA-3645780;R-HSA-5228840;R-HSA-9005561;R-HSA-167282;R-HSA-8868340;R-HSA-167284;R-HSA-167288;R-HSA-9665000;R-HSA-5602606;R-HSA-167292;R-HSA-8868344;R-HSA-4839734;R-HSA-6802919;R-HSA-6802918;R-HSA-2029983;R-HSA-6802916;R-HSA-2046363;R-HSA-168326;R-HSA-6802914;R-HSA-6802912;R-HSA-6802927;R-HSA-9709852;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-9691421;R-HSA-6802935;R-HSA-9851142;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-8936731;R-HSA-909726;R-HSA-6802943;R-HSA-8863007;R-HSA-6802942;R-HSA-6802941;R-HSA-909719;R-HSA-1248655;R-HSA-8863014;R-HSA-8863013;R-HSA-8863011;R-HSA-9729330;R-HSA-9729318;R-HSA-9831712;R-HSA-1248677;R-HSA-2029992;R-HSA-6802911;R-HSA-6802910;R-HSA-2029988;R-HSA-6802908;R-HSA-2029989;R-HSA-2029984;R-HSA-9845033;R-HSA-9686338;R-HSA-9686336;R-HSA-9686345;R-HSA-8875371;R-HSA-9662823;R-HSA-5339713;R-HSA-9635461;R-HSA-8870558;R-HSA-5262921;R-HSA-167459;R-HSA-167468;R-HSA-167474;R-HSA-2219536;R-HSA-167478;R-HSA-167477;R-HSA-167481;R-HSA-167484;R-HSA-9687724;R-HSA-9683664;R-HSA-8868567;R-HSA-8868573;R-HSA-1982066;R-HSA-1982065;R-HSA-1247842;R-HSA-1247841;R-HSA-9678561;R-HSA-1247844;R-HSA-198270;R-HSA-5655252;R-HSA-5655248;R-HSA-3656382;R-HSA-5655263;R-HSA-167566;R-HSA-5655235;R-HSA-5655233;R-HSA-9665034;R-HSA-9665032;R-HSA-5655245;R-HSA-5655240;R-HSA-5655241;R-HSA-5655284;R-HSA-9705010;R-HSA-9680443;R-HSA-5655290;R-HSA-5655268;R-HSA-5655269;R-HSA-5655266;R-HSA-5655278;R-HSA-9652816;R-HSA-2399969;R-HSA-2399981;R-HSA-2399982;R-HSA-112333;R-HSA-2399977;R-HSA-2399988;R-HSA-5637766;R-HSA-170706;R-HSA-5637764;R-HSA-170704;R-HSA-5637765;R-HSA-2399985;R-HSA-9673284;R-HSA-2399996;R-HSA-2399997;R-HSA-2399999;R-HSA-2399992;R-HSA-5637770;R-HSA-918225;R-HSA-2399941;R-HSA-9610867;R-HSA-5637808;R-HSA-1247999;R-HSA-9705082;R-HSA-2077424;R-HSA-5637798;R-HSA-5637796;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-5637806;R-HSA-9673322;R-HSA-2399966;R-HSA-5637800;R-HSA-5637801;R-HSA-9656211;R-HSA-9656209;R-HSA-9678737;R-HSA-9656215;R-HSA-9611158;R-HSA-9656214;R-HSA-9656213;R-HSA-9656212;R-HSA-9666435;R-HSA-9665411;R-HSA-1248002;R-HSA-9665410;R-HSA-9665409;R-HSA-8876948;R-HSA-9665408;R-HSA-9665415;R-HSA-9665413;R-HSA-9611147;R-HSA-9665417;R-HSA-9665416;R-HSA-9656207;R-HSA-9704330;R-HSA-2400001;R-HSA-8951727;R-HSA-2400009;R-HSA-2400010;R-HSA-8863674;R-HSA-6803234;R-HSA-6803233;R-HSA-5655313;R-HSA-5655326;R-HSA-9833436;R-HSA-9704408;R-HSA-5655323;R-HSA-2033490;R-HSA-5655320;R-HSA-6803240;R-HSA-2033488;R-HSA-9731012;R-HSA-2033486;R-HSA-5655301;R-HSA-9652165;R-HSA-9679819;R-HSA-2033479;R-HSA-2033474;R-HSA-9731018;R-HSA-2033472;R-HSA-5655351;R-HSA-5655348;R-HSA-5655347;R-HSA-3642203;R-HSA-6803230;R-HSA-5655343;R-HSA-5655341;R-HSA-6803227;R-HSA-3656523;R-HSA-5655339;R-HSA-5655336;R-HSA-9664275;R-HSA-9670418;R-HSA-9670417;R-HSA-9664273;R-HSA-2029469;R-HSA-9670416;R-HSA-9664278;R-HSA-9670426;R-HSA-9664261;R-HSA-9664271;R-HSA-9670414;R-HSA-9664270;R-HSA-9670413;R-HSA-9670412;R-HSA-4791278;R-HSA-2012086;R-HSA-2012087;R-HSA-5638137;R-HSA-8868666;R-HSA-8853319;R-HSA-168896;R-HSA-8853313;R-HSA-8853325;R-HSA-8853322;R-HSA-8853320;R-HSA-9701199;R-HSA-1839100;R-HSA-8863587;R-HSA-1839098;R-HSA-9666426;R-HSA-9666425;R-HSA-1839094;R-HSA-9665407;R-HSA-9666430;R-HSA-9665406;R-HSA-9666428;R-HSA-9665404;R-HSA-3304394;R-HSA-9705320;R-HSA-9665389;R-HSA-9665388"
R-HSA-112043,"PLC beta mediated events",13,49,0.004114880752435338,1.5583534462848547E-11,2.337530169427282E-10,18,32,0.002138751503809651,9606,Homo sapiens,"P25098;Q13554;P05129;Q8N5S9;P28482;Q13557;Q9UQM7;P17612;Q96RR4;Q05655;P17252;P22694;Q16566","P25098;Q13554;P05129;Q8N5S9;P28482;Q13557;Q9UQM7;P17612;Q96RR4;Q05655;P17252;P22694;Q16566","R-HSA-111970;R-HSA-442725;R-HSA-9619127;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-111898;R-HSA-442749;R-HSA-112282;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
R-HSA-166520,"Signaling by NTRKs",19,139,0.011672824991602285,2.803035581422364E-11,4.204553372133546E-10,39,164,0.010961101457024463,9606,Homo sapiens,"Q15349;Q16539;P36507;Q15418;Q15759;P28482;P27361;O15264;P51812;P12931;Q02750;O75582;P53778;Q00535;O00141;P06241;P49137;Q13164","Q15349;Q16539;P36507;Q15418;Q15759;P28482;P27361;O15264;P51812;P12931;Q02750;O75582;P53778;Q00535;P12931-1;O00141;P06241-1;P49137;Q13164","R-HSA-9032841;R-HSA-171011;R-HSA-5674385;R-HSA-9612501;R-HSA-198731;R-HSA-9603419;R-HSA-198669;R-HSA-9603420;R-HSA-198733;R-HSA-9612509;R-HSA-9032582;R-HSA-9032601;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-9032863;R-HSA-9032798;R-HSA-198746;R-HSA-9032532;R-HSA-9032854;R-HSA-9616368;R-HSA-9610166;R-HSA-199910;R-HSA-198756;R-HSA-9603445;R-HSA-187688;R-HSA-170991;R-HSA-199917;R-HSA-9032761;R-HSA-9610154;R-HSA-9037040;R-HSA-198714;R-HSA-9610152;R-HSA-199929;R-HSA-9610153;R-HSA-199935;R-HSA-9610156;R-HSA-9032502;R-HSA-9603437"
R-HSA-112040,"G-protein mediated events",13,54,0.004534766543500168,5.08001418708659E-11,7.620021280629885E-10,18,41,0.0027402753642561156,9606,Homo sapiens,"P25098;Q13554;P05129;Q8N5S9;P28482;Q13557;Q9UQM7;P17612;Q96RR4;Q05655;P17252;P22694;Q16566","P25098;Q13554;P05129;Q8N5S9;P28482;Q13557;Q9UQM7;P17612;Q96RR4;Q05655;P17252;P22694;Q16566","R-HSA-111970;R-HSA-442725;R-HSA-9619127;R-HSA-8951727;R-HSA-9619125;R-HSA-111913;R-HSA-111912;R-HSA-111915;R-HSA-111919;R-HSA-111925;R-HSA-111924;R-HSA-111898;R-HSA-442749;R-HSA-112282;R-HSA-9617583;R-HSA-9618863;R-HSA-444792;R-HSA-111966"
